Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Woman Twirling,Jo Ann Callis,928,"(American, born 1940)",(American),(1940),(0),(Female),1985,Silver dye bleach print,"29 1/4 × 36 7/16"" (74.3 × 92.6 cm)",The Fellows of Photography Fund,1.1992,Photograph,Photography,1992-01-09,Y,43871,http://www.moma.org/collection/works/43871,http://www.moma.org/media/W1siZiIsIjk3MDQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c973a2fff544676b,,,,74.3,,,92.6,,
Dusk,Peter Campus,944,"(American, born 1937)",(American),(1937),(0),(Male),1991,Digital photograph; gelatin silver print,"18 11/16 × 22 13/16"" (47.5 × 58 cm)",Purchase,2.1992,Photograph,Photography,1992-01-09,N,43880,,,,,,47.5,,,58.0,,
Rupture,Peter Campus,944,"(American, born 1937)",(American),(1937),(0),(Male),1991,Digital photograph; gelatin silver print,"18 1/2 × 22 15/16"" (47 × 58.3 cm)",Purchase,3.1992,Photograph,Photography,1992-01-09,N,43889,,,,,,47.0,,,58.3,,
Covered Wagons,James Casebere,6895,"(American, born 1953)",(American),(1953),(0),(Male),1985,Gelatin silver print,"29 1/2 × 22 3/4"" (75 × 57.8 cm)",Purchase,4.1992,Photograph,Photography,1992-01-09,Y,43898,http://www.moma.org/collection/works/43898,http://www.moma.org/media/W1siZiIsIjEzNTQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ba7acf1f66f051b,,,,75.0,,,57.8,,
Cornelius and Cybel Castoriadis,Mariana Cook,6897,"(American, born 1955)",(American),(1955),(0),(Female),1991,Gelatin silver print,"18 1/4 × 15 7/16"" (46.3 × 39.2 cm)",Gift of the artist,7.1992,Photograph,Photography,1992-01-09,Y,43925,http://www.moma.org/collection/works/43925,http://www.moma.org/media/W1siZiIsIjIzOTQ5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec567662608fca7d,,,,46.3,,,39.2,,
Hands Holding Feet,John Coplans,1237,"(British, 1920–2003)",(British),(1920),(2003),(Male),1985,Gelatin silver print,"21 7/16 × 25 1/4"" (54.5 × 64.1 cm)",Gift of Francis M. Naumann,8.1992,Photograph,Photography,1992-01-09,Y,43934,http://www.moma.org/collection/works/43934,http://www.moma.org/media/W1siZiIsIjI1NDEwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db5f3f40a304c9c5,,,,54.5,,,64.1,,
Untitled,Geoffrey Biddle,7652,"(American, born 1950)",(American),(1950),(0),(Male),1988,Gelatin silver print,"12 3/16 × 18 1/16"" (30.9 × 45.9 cm)",Gift of the artist,10.1994,Photograph,Photography,1994-01-13,N,43953,,,,,,30.9,,,45.9,,
"Amateur Fighter with Towel, Atlantic City, New Jersey",Ken Graves,2307,"(American, born 1942)",(American),(1942),(0),(Male),1989,Gelatin silver print,"13 3/4 × 16 7/8"" (35 × 42.9 cm)",The Family of Man Fund,12.1992,Photograph,Photography,1992-01-09,N,43969,,,,,,35.0,,,42.9,,
"Punching Bags, Gleason's Gym, Brooklyn, New York",Ken Graves,2307,"(American, born 1942)",(American),(1942),(0),(Male),1990,Gelatin silver print,"13 3/4 × 16 13/16"" (34.9 × 42.7 cm)",Gift of the artist,13.1992,Photograph,Photography,1992-01-09,N,43978,,,,,,34.9,,,42.7,,
"Ringside, Professional Fighters, Atlantic City, New Jersey",Ken Graves,2307,"(American, born 1942)",(American),(1942),(0),(Male),1989,Gelatin silver print,"13 3/4 × 16 3/4"" (35 × 42.5 cm)",The Family of Man Fund,14.1992,Photograph,Photography,1992-01-09,N,43989,,,,,,35.0,,,42.5,,
Sample,Jeanne Dunning,8096,"(American, born 1960)",(American),(1960),(0),(Female),1990,Silver dye bleach print,"23 1/2 × 16 3/4"" (36.2 × 27.8 cm)",Gift of Peter Norton,17.2000,Photograph,Photography,1999-12-09,Y,44010,http://www.moma.org/collection/works/44010,,,,,36.2,,,27.8,,
Untitled,Louise Lawler,7928,"(American, born 1947)",(American),(1947),(0),(Female),1993,Silver dye bleach print,"25 × 30"" (63.5 × 46.2 cm)",Gift of Peter Norton,19.2000,Photograph,Photography,1999-12-09,N,44037,,,,,,63.5,,,46.2,,
Untitled,Kiki Smith,5486,"(American, born Germany 1954)",(American),(1954),(0),(Female),1996,Chromogenic color print,"14 15/16 × 22 1/2"" (23 × 34.7 cm)",Gift of Peter Norton,20.2000,Photograph,Photography,1999-12-09,Y,44050,http://www.moma.org/collection/works/44050,http://www.moma.org/media/W1siZiIsIjIwNzUxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d0c695519d3e57be,,,,23.0,,,34.7,,
England,Ken Josephson,2944,"(American, born 1932)",(American),(1932),(0),(Male),1990,Gelatin silver print,"17 3/4 × 13 15/16"" (45.1 × 35.5 cm)",The Family of Man Fund,22.1992,Photograph,Photography,1992-01-09,N,44095,,,,,,45.1,,,35.5,,
The Landscape,Tina Barney,343,"(American, born 1945)",(American),(1945),(0),(Female),1988,Chromogenic color print,"46 3/8 × 59"" (117.8 × 149.9 cm)",E.T. Harmax Foundation Fund,29.1989.x1-x2,Photograph,Photography,1989-03-09,Y,44236,http://www.moma.org/collection/works/44236,http://www.moma.org/media/W1siZiIsIjY3MzgxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=17f24e91fba65617,,,,117.8001,,,149.9,,
Phantom Rig,Kenneth J. Botto,697,"(American, 1937–2008)",(American),(1937),(2008),(Male),1987,Chromogenic color print,"15 5/8 × 23 3/16"" (39.7 × 58.9 cm)",E.T. Harmax Foundation Fund,33.1989.x1-x2,Photograph,Photography,1989-03-09,Y,44339,http://www.moma.org/collection/works/44339,http://www.moma.org/media/W1siZiIsIjIzOTQ5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77f00e1eaf177dc7,,,,39.7,,,58.9,,
"Ortega Lano and Followers, Nimas",William Klein,3136,"(American, born 1928)",(American),(1928),(0),(Male),1987,"Gelatin silver print, printed 1990","9 7/16 × 14 3/16"" (24 × 36.1 cm)",Gift of Arthur and Marilyn Penn,34.1992,Photograph,Photography,1992-01-09,N,44365,,,,,,24.0,,,36.1,,
"Untitled. From the series ""Desire""",David Levinthal,7011,"(American, born 1949)",(American),(1949),(0),(Male),1990,Color instant print (Polaroid),"25 1/8 × 19 1/2"" (63.8 × 49.5 cm)",Gift of Michael James Levinthal,35.1994,Photograph,Photography,1994-01-13,N,44391,,,,,,63.8,,,49.5,,
"Christmas Window, Somerville, Massachusetts",Mary Kocol,7222,"(American, born 1962)",(American),(1962),(0),(Female),1989,Chromogenic color print,"36 7/16 × 25 1/4"" (92.5 × 64.1 cm)",Purchased with funds provided by the Geraldine J. Murphy Bequest,39.1992.x1-x2,Photograph,Photography,1992-01-09,Y,44491,http://www.moma.org/collection/works/44491,http://www.moma.org/media/W1siZiIsIjQwMDY3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3e3e61b24bec9b9f,,,,92.5,,,64.1,,
"Cookout, Somerville, Massachusetts",Mary Kocol,7222,"(American, born 1962)",(American),(1962),(0),(Female),1990,Chromogenic color print,"37 1/2 × 25 5/16"" (95.2 × 64.3 cm)",Gift of the artist,40.1992.x1-x2,Photograph,Photography,1992-01-09,Y,44516,http://www.moma.org/collection/works/44516,http://www.moma.org/media/W1siZiIsIjQwMDY3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ebb30b2ee31df7d,,,,95.2,,,64.3,,
David,Philip-Lorca diCorcia,7027,"(American, born 1951)",(American),(1951),(0),(Male),1990,Chromogenic color print,"16 3/16 × 22 15/16"" (41.1 × 58.3 cm)",The Family of Man Fund,42.1991.x1-x2,Photograph,Photography,1991-03-14,Y,44605,http://www.moma.org/collection/works/44605,http://www.moma.org/media/W1siZiIsIjM4NDIwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=804753ff5462d544,,,,41.1,,,58.3,,
"Amateur Fighter, Washington, D.C,",Eva Lipman,6894,"(American, born 1946)",(American),(1946),(0),(Female),1990,Gelatin silver print,"13 3/4 × 16 13/16"" (35 × 42.7 cm)",Purchase,43.1992,Photograph,Photography,1992-01-09,Y,44632,http://www.moma.org/collection/works/44632,http://www.moma.org/media/W1siZiIsIjI4OTk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=48042c72d649f178,,,,35.0,,,42.7,,
Untitled,Robert Flynt,7028,"(American, born 1956)",(American),(1956),(0),(Male),1990,Chromogenic color print,"21 7/8 × 15 15/16"" (55.6 × 40.6 cm)",The Family of Man Fund,44.1991.x1-x2,Photograph,Photography,1991-03-14,Y,44657,http://www.moma.org/collection/works/44657,http://www.moma.org/media/W1siZiIsIjIwMTkwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d333fd9bc73eec6e,,,,55.6,,,40.6,,
The Field,Dieter Appelt,7647,"(German, born 1935)",(German),(1935),(0),(Male),1991,Gelatin silver prints,"Each 19 1/2 × 14 1/4"" (49.5 × 36.2 cm)","Joel and Anne Ehrenkranz Fund, John Parkinson III Fund, and The Fellows of Photography Fund",44.1993.a-dd,Photograph,Photography,1993-03-11,N,44659,,,,,,49.5,,,36.2,,
Untitled,Markus Hawlik,2549,"(German, born 1951)",(German),(1951),(0),(Male),1987,Chromogenic color print,"22 15/16 × 18 15/16"" (58.3 × 48.2 cm)",E.T. Harmax Foundation Fund,45.1989.x1-x2,Photograph,Photography,1989-03-09,N,44683,,,,,,58.3,,,48.2,,
Deco I,Ken Miller,8298,"(American, born 1958)",(American),(1958),(0),(Male),c. 1988,Gelatin silver print,"12 15/16 × 17 7/8"" (32.9 × 45.4 cm)",The Family of Man Fund,45.1992,Photograph,Photography,1992-01-09,N,44685,,,,,,32.9,,,45.4,,
"Almstadtstrasse 43, Berlin (1930)",Shimon Attie,7648,"(American, born 1957)",(American),(1957),(0),(Male),1991,Chromogenic color print,"17 15/16 × 22 3/16"" (45.6 × 56.4 cm)",The Family of Man Fund,45.1993.x1-x2,Photograph,Photography,1993-03-11,Y,44686,http://www.moma.org/collection/works/44686,http://www.moma.org/media/W1siZiIsIjIzOTUwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cec1907a8661ebb7,,,,45.6,,,56.4,,
"Mulackstrasse 37, Berlin (1932)",Shimon Attie,7648,"(American, born 1957)",(American),(1957),(0),(Male),1991,Chromogenic color print,"17 5/16 × 22 1/8"" (44 × 56.2 cm)",The Family of Man Fund,46.1993.x1-x2,Photograph,Photography,1993-03-11,Y,44713,http://www.moma.org/collection/works/44713,http://www.moma.org/media/W1siZiIsIjIzOTUwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3a9badfc9c2f1ac,,,,44.0,,,56.2,,
"Falls Unemployment Agency, Falls Road",Gilles Peress,4554,"(French, born 1946)",(French),(1946),(0),(Male),1988,Gelatin silver print,"23 7/8 × 36"" (60.7 × 91.5 cm)",Gift of the artist,46.1994,Photograph,Photography,1994-01-13,Y,44714,http://www.moma.org/collection/works/44714,http://www.moma.org/media/W1siZiIsIjYxMzYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=10432cd71a89d81f,,,,60.7,,,91.5,,
Construct NYC 17,Barbara Kasten,3011,"(American, born 1936)",(American),(1936),(0),(Female),1984,Silver dye bleach print,"29 3/8 × 37 1/16"" (74.7 × 94.1 cm)",Gift of Foster Goldstrom,47.1987,Photograph,Photography,1987-02-19,Y,44736,http://www.moma.org/collection/works/44736,http://www.moma.org/media/W1siZiIsIjQyMjc4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e5271d3cc4d270eb,,,,74.7,,,94.1,,
Dead Silences,Connie Imboden,7029,"(American, born 1953)",(American),(1953),(0),(Female),1988,Gelatin silver print,"11 15/16 × 17 13/16"" (30.4 × 45.2 cm)",Gift of the artist,47.1991,Photograph,Photography,1991-03-14,Y,44738,http://www.moma.org/collection/works/44738,http://www.moma.org/media/W1siZiIsIjIwMTUwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c61447878ac2dad,,,,30.4,,,45.2,,
Headsets,Karen Klugman,7030,"(American, born 1946)",(American),(1946),(0),(Female),1989,Chromogenic color print,"28 1/8 × 38 5/16"" (71.4 × 97.3 cm)",The Family of Man Fund,48.1991.x1-x2,Photograph,Photography,1991-03-14,Y,44797,http://www.moma.org/collection/works/44797,http://www.moma.org/media/W1siZiIsIjQwMDcyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=507cc7b0c2df8789,,,,71.4,,,97.3,,
Untitled (#14),Jorge Ribalta,8068,"(Spanish, born 1963)",(Spanish),(1963),(0),(Male),1987,Gelatin silver print,"23 1/2 × 19 11/16"" (59.7 × 50 cm)",Gift of Barbara Foshay,48.1994,Photograph,Photography,1994-01-13,N,44800,,,,,,59.7,,,50.0,,
Untitled (#71),Jorge Ribalta,8068,"(Spanish, born 1963)",(Spanish),(1963),(0),(Male),1989,"Gelatin silver print, printed 1990","19 13/16 × 23 3/4"" (50.3 × 60.3 cm)",E.T. Harmax Foundation Fund,49.1994,Photograph,Photography,1994-01-13,N,44838,,,,,,50.3,,,60.3,,
Table Study,Zeke Berman,506,"(American, born 1951)",(American),(1951),(0),(Male),1983,Gelatin silver print,"15 1/8 × 19 1/4"" (38.5 × 48.9 cm)",Gift of the artist,50.1986,Photograph,Photography,1986-01-15,Y,44860,http://www.moma.org/collection/works/44860,http://www.moma.org/media/W1siZiIsIjIxODYzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2ce6d28d48d30eea,,,,38.5,,,48.9,,
Self Portrait,Blythe Bohnen,638,"(American, born 1940)",(American),(1940),(0),(Female),1984,Gelatin silver print,"14 7/8 × 18 7/8"" (37.9 × 48 cm)",Gift of Herbert R. Molner,52.1986,Photograph,Photography,1986-01-15,Y,45011,http://www.moma.org/collection/works/45011,http://www.moma.org/media/W1siZiIsIjIzODM4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c7f96d6ff667cba,,,,37.9,,,48.0,,
Real Pictures #11,Nic Nicosia,4298,"(American, born 1951)",(American),(1951),(0),(Male),1988,Gelatin silver print,"79 × 48 3/8"" (200.7 × 122.9 cm)",E.T. Harmax Foundation Fund,52.1989,Photograph,Photography,1989-03-09,N,45014,,,,,,200.7,,,122.9,,
Knoxville,Mark Steinmetz,5636,"(American, born 1961)",(American),(1961),(0),(Male),1992,Gelatin silver print (selenium toned),"11 15/16 × 17 1/8"" (30.3 × 43.5 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,52.1994,Photograph,Photography,1994-01-13,Y,45018,http://www.moma.org/collection/works/45018,http://www.moma.org/media/W1siZiIsIjE2NzQ1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb611f113c86e3a4,,,,30.3,,,43.5,,
FOUR MALE TORSOS STANDING IN PROFILE,Jon T. O'Neal,4361,"(American, born 1957)",(American),(1957),(0),(Male),1986,Four gelatin silver prints,"each 7 1/2 × 4 1/2"" (19 × 11.4 cm)",Gift of the artist,53.1989,Photograph,Photography,1989-03-09,N,45047,,,,,,19.0,,,11.4,,
"Karen J. Bresch, Full-Time Administrator of 3622 Maintenance Co., Assisting in Mobilization of Natl. Guard Unit 3622 for Operation Desert Shield",Judith Joy Ross,5030,"(American, born 1946)",(American),(1946),(0),(Female),1990,Gelatin silver printing-out-paper print,"9 11/16 × 7 11/16"" (24.6 × 19.5 cm)","Gift of James Danziger Gallery, New York",53.1991,Photograph,Photography,1991-03-14,Y,45048,http://www.moma.org/collection/works/45048,http://www.moma.org/media/W1siZiIsIjExNTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4bd2464552e61850,,,,24.6,,,19.5,,
"La Follette, Tennesee",Mark Steinmetz,5636,"(American, born 1961)",(American),(1961),(0),(Male),1993,Gelatin silver print,"11 11/16 × 17 1/16"" (29.7 × 43.3 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,53.1994,Photograph,Photography,1994-01-13,Y,45051,http://www.moma.org/collection/works/45051,http://www.moma.org/media/W1siZiIsIjIwMTE5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bfc3fbf85cad6d89,,,,29.7,,,43.3,,
FOUR MALE TORSOS FACING FRONT,Jon T. O'Neal,4361,"(American, born 1957)",(American),(1957),(0),(Male),1986,Four gelatin silver prints,"each 7 1/2 × 4 1/2"" (19 × 11.4 cm)",Gift of the artist,54.1989,Photograph,Photography,1989-03-09,N,45074,,,,,,19.0,,,11.4,,
"P.F.C. Maria I. Leon, U.S. Army Reserve, On Red Alert, Gulf War",Judith Joy Ross,5030,"(American, born 1946)",(American),(1946),(0),(Female),1990,Gelatin silver printing-out-paper print,"9 11/16 × 7 11/16"" (24.6 × 19.5 cm)",Lois and Bruce Zenkel Fund,54.1991,Photograph,Photography,1991-03-14,Y,45075,http://www.moma.org/collection/works/45075,http://www.moma.org/media/W1siZiIsIjExNjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3897a9568bc7261d,,,,24.6,,,19.5,,
"Magnolia Ave, Knoxville",Mark Steinmetz,5636,"(American, born 1961)",(American),(1961),(0),(Male),1992,Gelatin silver print,"17 3/8 × 11 7/8"" (44.1 × 30.1 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,54.1994,Photograph,Photography,1994-01-13,Y,45078,http://www.moma.org/collection/works/45078,http://www.moma.org/media/W1siZiIsIjM0NTcxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80987dc59f9ef42d,,,,44.1,,,30.1,,
Russia,Anne Marie Fishbein,8650,"(American, born 1958)",(American),(1958),(0),(Female),1991,Gelatin silver print,"18 3/16 × 14 15/16"" (46.2 × 38 cm)",Christie Calder Salomon Fund,54.1997,Photograph,Photography,1997-03-06,Y,45079,http://www.moma.org/collection/works/45079,http://www.moma.org/media/W1siZiIsIjIwNzY1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a44d8a04bcb83ae4,,,,46.1999,,,38.0,,
Morning Paper,Chris Schiavo,5213,"(American, born 1961)",(American),(1961),(0),(Male),1988,Chromogenic color print,"15 1/2 × 15 1/2"" (39.4 × 39.4 cm)",E.T. Harmax Foundation Fund,55.1989.x1-x2,Photograph,Photography,1989-03-09,Y,45103,http://www.moma.org/collection/works/45103,http://www.moma.org/media/W1siZiIsIjIzMzQ3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=59b86a7d79a99c36,,,,39.4,,,39.4,,
ONE OF THE MOST POWERFUL MEN IN EUROPE,David Seltzer,5338,"(American, born 1947)",(American),(1947),(0),(Male),1989,"Gelatin silver print, printed 1990","38 1/4 × 30 1/8"" (97.1 × 76.5 cm)",The Family of Man Fund,55.1991,Photograph,Photography,1991-03-14,N,45104,,,,,,97.1,,,76.5,,
"Sharp's Ridge, Knoxville",Mark Steinmetz,5636,"(American, born 1961)",(American),(1961),(0),(Male),1992,Gelatin silver print,"12 1/16 × 17 7/16"" (30.6 × 44.3 cm)",Gift of Pierre N. Leval,55.1994,Photograph,Photography,1994-01-13,Y,45107,http://www.moma.org/collection/works/45107,http://www.moma.org/media/W1siZiIsIjIwMTIwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d99b12ee70e24c43,,,,30.6,,,44.3,,
Russia,Anne Marie Fishbein,8650,"(American, born 1958)",(American),(1958),(0),(Female),1993,Gelatin silver print,"14 15/16 × 18 7/16"" (38 × 46.8 cm)",E.T. Harmax Foundation Fund,55.1997,Photograph,Photography,1997-03-06,Y,45108,http://www.moma.org/collection/works/45108,http://www.moma.org/media/W1siZiIsIjIwNzY1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e6b3a2c8127fe963,,,,38.0,,,46.8,,
Barney and Rama,Chris Schiavo,5213,"(American, born 1961)",(American),(1961),(0),(Male),1988,Chromogenic color print,"15 1/2 × 15 1/2"" (39.4 × 39.4 cm)",E.T. Harmax Foundation Fund,56.1989.x1-x2,Photograph,Photography,1989-03-09,Y,45131,http://www.moma.org/collection/works/45131,http://www.moma.org/media/W1siZiIsIjIzMzQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2aeaaa1378e25915,,,,39.4,,,39.4,,
"Gordon and Jim, with Gordon's Mother Margot, San Diego, California",Sage Sohier,5508,"(American, born 1954)",(American),(1954),(0),(Female),1987,Gelatin silver print,"10 5/8 × 15 15/16"" (27 × 40.5 cm)",The Family of Man Fund,56.1991,Photograph,Photography,1991-03-14,Y,45132,http://www.moma.org/collection/works/45132,http://www.moma.org/media/W1siZiIsIjI0MDAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a7315079c7922ed,,,,27.0,,,40.5,,
Russia,Anne Marie Fishbein,8650,"(American, born 1958)",(American),(1958),(0),(Female),1993,Gelatin silver print,"18 3/4 × 15 1/8"" (47.7 × 38.5 cm)",E.T. Harmax Foundation Fund,56.1997,Photograph,Photography,1997-03-06,Y,45136,http://www.moma.org/collection/works/45136,http://www.moma.org/media/W1siZiIsIjIwNzY1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b7bb3c7322adc377,,,,47.7,,,38.5,,
"County of Sutherland, Scotland, 1988",Stephen Shore,5409,"(American, born 1947)",(American),(1947),(0),(Male),1988,Chromogenic color print,"7 11/16 × 9 11/16"" (19.5 × 24.6 cm)",Gift of The Family of Man Fund,57.1989.x1-x2,Photograph,Photography,1989-03-09,Y,45160,http://www.moma.org/collection/works/45160,http://www.moma.org/media/W1siZiIsIjIxNjcwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b4636438d1544e97,,,,19.5,,,24.6,,
"Clinic #6, Aachen. (Klinikum #6, Aachen)",Matthias Hoch,8651,"(German, born 1958)",(German),(1958),(0),(Male),1995,Chromogenic color print,"29 3/8 × 37 9/16"" (74.7 × 95.5 cm)",David H. McAlpin Fund,58.1997.x1-x2,Photograph,Photography,1997-03-06,N,45195,,,,,,74.7,,,95.5,,
"Eudora Welty, Winter 1989",Curt Richter,8652,"(American, born 1956)",(American),(1956),(0),(Male),January 1989,Platinum/palladium print,"9 1/2 × 7 7/16"" (24.2 × 18.9 cm)",E.T. Harmax Foundation Fund,59.1997,Photograph,Photography,1997-03-06,N,45234,,,,,,24.2,,,18.9,,
"Reynolds Price, Winter 1989",Curt Richter,8652,"(American, born 1956)",(American),(1956),(0),(Male),March 1989,Platinum/palladium print,"9 7/16 × 7 1/2"" (24 × 19.1 cm)",E.T. Harmax Foundation Fund,60.1997,Photograph,Photography,1997-03-06,N,45263,,,,,,24.0,,,19.1,,
"FIRST STREET, DIXON, ILLINOIS",George A. Tice,5873,"(American, born 1938)",(American),(1938),(0),(Male),1985,Gelatin silver print,"10 1/2 × 13 1/4"" (26.6 × 33.6 cm)",Purchase,61.1987,Photograph,Photography,1987-02-19,N,45284,,,,,,26.6,,,33.6,,
"William Styron, Spring 1989",Curt Richter,8652,"(American, born 1956)",(American),(1956),(0),(Male),April 1989,Platinum/palladium print,"9 1/2 × 7 9/16"" (24.1 × 19.2 cm)",Gift of the artist,61.1997,Photograph,Photography,1997-03-06,N,45291,,,,,,24.1,,,19.2,,
"SOUTH MAIN STREET, HANNIBAL, MISSOURI",George A. Tice,5873,"(American, born 1938)",(American),(1938),(0),(Male),1985,Gelatin silver print,"10 5/8 × 13 1/4"" (26.9 × 33.6 cm)",Purchase,62.1987,Photograph,Photography,1987-02-19,N,45313,,,,,,26.9,,,33.6,,
RONALD REAGAN BOYHOOD HOME,George A. Tice,5873,"(American, born 1938)",(American),(1938),(0),(Male),1984,Gelatin silver print,"10 9/16 × 13 1/4"" (26.8 × 33.6 cm)",Purchase,63.1987,Photograph,Photography,1987-02-19,N,45342,,,,,,26.8,,,33.6,,
Untitled #227,Oliver Wasow,8071,"(American, born 1960)",(American),(1960),(0),(Male),1988,Silver dye bleach print,"20 × 14"" (50.8 × 35.6 cm)",Geraldine J. Murphy Fund,63.1994,Photograph,Photography,1994-01-13,N,45348,,,,,,50.8,,,35.6,,
"ALEX AND JODIE, FAIRMOUNT, INDIANA",George A. Tice,5873,"(American, born 1938)",(American),(1938),(0),(Male),1985,Gelatin silver print,"10 3/8 × 13 1/16"" (26.4 × 33.2 cm)",Purchase,64.1987,Photograph,Photography,1987-02-19,N,45368,,,,,,26.4,,,33.2,,
"Untitled (Belt Creek, Montana)",Sheron Rupp,5083,"(American, born 1943)",(American),(1943),(0),(Female),1996,Chromogenic color print,"25 7/8 × 32 1/16"" (65.8 × 81.5 cm)",E.T. Harmax Foundation Fund,64.1997.x1-x2,Photograph,Photography,1997-03-06,Y,45374,http://www.moma.org/collection/works/45374,http://www.moma.org/media/W1siZiIsIjQwMDgyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7aca02a7e5329b22,,,,65.8,,,81.5,,
"COY WINSLOW, WINSLOW FARM, FAIRMOUNT, INDIANA",George A. Tice,5873,"(American, born 1938)",(American),(1938),(0),(Male),1985,Gelatin silver print,"13 1/8 × 10 7/16"" (33.4 × 26.5 cm)",Purchase,65.1987,Photograph,Photography,1987-02-19,N,45406,,,,,,33.4,,,26.5,,
Untitled,Robert Flynt,7028,"(American, born 1956)",(American),(1956),(0),(Male),1990,Silver dye bleach print,"40 1/4 × 37 3/16"" (102.2 × 94.4 cm)",Purchase,65.1993,Photograph,Photography,1993-03-11,N,45410,,,,,,102.2,,,94.4,,
